ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (3/9)	0	4	1871	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (4/9)	0	4	1872	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (5/9)	0	4	1873	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (6/9)	0	4	1874	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (7/9)	0	4	1875	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (8/9)	0	4	1876	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - BÝch H¶i Khiªn TÕ ChØ Hoµn	6	1	293	Vâ L©m MËt TÞch	6	1	26																																							M¶nh BÝch H¶i Tiªm TÕ ChØ Hoµn (9/9)	0	4	1877	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (1/6) 	0	4	1878	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (2/6) 	0	4	1879	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (3/6) 	0	4	1880	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (4/6) 	0	4	1881	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (5/6) 	0	4	1882	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - U Lung Kim Xµ Ph¸t §¸i	6	1	294	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				Chu Sa kho¸ng	6	1	204	6		89	Phï Dung Th¹ch	6	1	203	5	1	172															M¶nh U Lung Kim Xµ Ph¸t ®¸i (6/6) 	0	4	1883	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 2	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (1/6)	0	4	1884	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 3	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (2/6)	0	4	1885	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 4	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (3/6)	0	4	1886	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 5	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (4/6)	0	4	1887	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 6	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (5/6)	0	4	1888	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - U Lung XÝch YÕt MËt Trang	6	1	295	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Ngò §éc Ch­ëng Ph¸p. QuyÓn 7	6	1	47				MËt Ng©n Kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	3	104	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh U Lung XÝch H¹t BÝ Trang (6/6)	0	4	1889	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (1/6)	0	4	1890	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (2/6)	0	4	1891	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (3/6)	0	4	1892	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (4/6)	0	4	1893	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (5/6)	0	4	1894	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (6/6)	0	4	1895	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (1/6)	0	4	1896	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (2/6)	0	4	1897	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (3/6)	0	4	1898	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (4/6)	0	4	1899	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (5/6)	0	4	1900	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - U Lung Ng©n ThiÒm Hé UyÓn	6	1	297	Vâ L©m MËt TÞch	6	1	26																																							M¶nh U Lung Ng©n ThiÒm Hé Thñ (6/6)	0	4	1901	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (1/6) 	0	4	1902	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (2/6) 	0	4	1903	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (3/6) 	0	4	1904	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (4/6) 	0	4	1905	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (5/6) 	0	4	1906	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - U Lung MÆc Thï NhuyÔn Lý 	6	1	298	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	Phï Dung Th¹ch	6	1	203	5	2	99	Phï Dung Th¹ch	6	1	203	5	1	103	MËt Ng©n kho¸ng	6	1	202	6		111	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47											M¶nh U Lung MÆc Thï NhuyÔn Lý (6/6) 	0	4	1907	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (1/9) 	0	4	1908	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (2/9) 	0	4	1909	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (3/9) 	0	4	1910	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (4/9) 	0	4	1911	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (5/9) 	0	4	1912	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (6/9) 	0	4	1913	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (7/9) 	0	4	1914	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (8/9) 	0	4	1915	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Tµ S¸t §éc NhËn	6	1	299	Vâ L©m MËt TÞch	6	1	26				MËt Ng©n kho¸ng	6	1	202	4		137	Chu Sa kho¸ng	6	1	204	6		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	5	2	123	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				M¶nh Minh ¶o Tµ S¸t §éc NhËn (9/9) 	0	4	1916	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (1/6)	0	4	1917	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (2/6)	0	4	1918	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (3/6)	0	4	1919	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (4/6)	0	4	1920	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (5/6)	0	4	1921	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - Minh ¶o U Cæ ¸m Y	6	1	300	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48				MËt Ng©n kho¸ng	6	1	202	7		113	Phï Dung Th¹ch	6	1	203	6	3	104	Chu Sa kho¸ng	6	1	204	7		89	Chung Nhò th¹ch	6	1	205	6	2	110	M¶nh Vô Ho¸n U Cæ ¸m Y (6/6)	0	4	1922	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (1/9)	0	4	1923	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (2/9)	0	4	1924	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (3/9)	0	4	1925	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (4/9)	0	4	1926	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (5/9)	0	4	1927	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (6/9)	0	4	1928	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (7/9)	0	4	1929	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (8/9)	0	4	1930	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Thanh YÕt ChØ Hoµn	6	1	301	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Minh ¶o §éc H¹t ChØ Hoµn (9/9)	0	4	1931	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (1/6)	0	4	1932	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (2/6)	0	4	1933	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (3/6)	0	4	1934	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (4/6)	0	4	1935	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (5/6)	0	4	1936	1	0	0	5	6	1800000000
