Tªn Thuéc TÝnh				ID	Min	Max	H	I	Skill	Skill	L
B¨ng S¸t Ngo¹i C«ng §iÓm				123	60	70	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	70	80	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	80	90	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	90	100	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	100	110	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	110	120	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	120	130	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	130	140	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	140	150	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	150	160	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	160	170	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	170	180	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	180	190	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	190	200	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	200	210	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	210	220	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	220	230	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	230	240	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	240	250	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm				123	250	260	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	70	70	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	80	80	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	90	90	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	100	100	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	110	110	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	120	120	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	130	130	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	140	140	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	150	150	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	160	160	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	170	170	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	180	180	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	190	190	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	200	200	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	210	210	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	220	220	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	230	230	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	240	240	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	250	250	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm(Max)				123	260	260	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	10	20	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	20	30	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	30	40	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	40	50	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	50	60	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	60	70	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	70	80	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	80	90	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	90	100	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	100	110	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	110	120	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	120	130	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	130	140	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	140	150	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	150	160	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	160	170	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	170	180	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	180	190	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	190	200	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm				125	200	210	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	20	20	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	30	30	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	40	40	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	50	50	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	60	60	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	70	70	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	80	80	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	90	90	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	100	100	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	110	110	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	120	120	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	130	130	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	140	140	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	150	150	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	160	160	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	170	170	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	180	180	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	190	190	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	200	200	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng §iÓm(Max)				125	210	210	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	1	2	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	2	3	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	3	5	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	5	10	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	10	15	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	15	25	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	25	35	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	35	45	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	45	55	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	55	65	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	65	75	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	75	85	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	85	95	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	95	105	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	105	115	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	115	125	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	125	135	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	135	145	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	145	155	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	155	165	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	2	2	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	3	3	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	5	5	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	10	10	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	15	15	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	25	25	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	35	35	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	45	45	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	55	55	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	65	65	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	75	75	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	85	85	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	95	95	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	105	105	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	115	115	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	125	125	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	135	135	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	145	145	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	155	155	-1	-1	0	0	0
C«ng KÝch Kü N¨ng(Max)				243	165	165	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	18	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	20	22	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	22	24	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	24	26	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	26	28	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	28	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	30	32	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	32	34	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	34	36	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	36	38	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	38	40	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	40	42	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	42	44	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	44	46	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	46	48	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	48	50	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	50	52	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	52	54	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	54	56	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	56	58	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	22	22	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	24	24	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	26	26	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	28	28	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	30	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	32	32	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	34	34	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	36	36	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	38	38	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	40	40	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	42	42	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	44	44	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	46	46	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	48	48	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	50	50	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	52	52	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	54	54	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	56	56	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng(Max)				241	58	58	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	1	1	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	1	1	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	1	2	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	1	2	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	2	3	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	2	3	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	2	4	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	2	4	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	4	6	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	4	6	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	6	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	6	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	6	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	8	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	8	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	8	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	10	12	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	10	12	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	10	12	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng				226	12	14	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	1	1	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	1	1	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	2	2	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	2	2	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	3	3	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	3	3	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	4	4	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	4	4	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	6	6	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	6	6	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	8	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	8	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	8	8	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	10	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	10	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	10	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	12	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	12	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	12	10	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng(Max)				226	14	14	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	2	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	2	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	2	3	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	2	3	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	3	4	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	3	4	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	4	5	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	5	6	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	6	7	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	7	8	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	8	9	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	9	10	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	10	11	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	11	12	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	12	13	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	13	14	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	2	2	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	2	2	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	3	3	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	3	3	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	4	4	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	4	4	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	5	5	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	6	6	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	7	7	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	8	8	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	9	9	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	10	10	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	11	11	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	12	12	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	13	13	-1	-1	0	0	0
X¸c XuÊt Träng KÝch(Max)				227	14	14	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	20	25	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	25	30	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	30	35	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	35	40	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	40	45	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	45	50	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	50	55	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	55	60	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	60	65	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	65	70	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	70	75	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	75	80	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	80	85	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	85	90	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	90	95	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	95	100	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	100	105	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	105	110	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	110	115	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	115	120	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	25	25	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	30	30	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	35	35	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	40	40	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	45	45	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	50	50	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	55	55	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	60	60	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	65	65	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	70	70	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	75	75	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	80	80	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	85	85	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	90	90	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	95	95	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	100	100	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	105	105	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	110	110	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	115	115	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng(Max)				228	120	120	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	20	25	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	25	30	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	30	35	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	35	40	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	40	45	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	45	50	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	50	55	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	55	60	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	60	65	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	65	70	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	70	75	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	75	80	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	80	85	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	85	90	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	90	95	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	95	100	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	100	105	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	105	110	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	110	115	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	115	120	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	25	25	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	30	30	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	35	35	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	40	40	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	45	45	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	50	50	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	55	55	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	60	60	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	65	65	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	70	70	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	75	75	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	80	80	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	85	85	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	90	90	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	95	95	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	100	100	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	105	105	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	110	110	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	115	115	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng(Max)				229	120	120	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	20	25	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	25	30	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	30	35	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	35	40	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	40	45	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	45	50	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	50	55	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	55	60	-1	-1	0	0	0
